post_code,area,contract_date,settlement_date,purchase_price,nature_of_property,primary_purpose,year
2205,,03/09/2012,02/09/2012,538000,R,RESIDENCE,2012
2205,,03/09/2012,02/09/2012,362000,R,RESIDENCE,2012
2205,,08/02/2012,02/06/2012,355000,R,RESIDENCE,2012
2205,,03/03/2012,02/08/2012,585000,R,RESIDENCE,2012
2216,,11/08/2012,02/06/2012,498000,R,RESIDENCE,2012
2205,301.35,12/12/2012,02/09/2012,805000,R,RESIDENCE,2012
2208,671.17,12/10/2012,02/06/2012,926000,R,RESIDENCE,2012
2216,373.1,12/09/2012,02/10/2012,680000,R,RESIDENCE,2012
2217,366.7,12/07/2012,02/03/2012,360000,R,RESIDENCE,2012
2219,,12/12/2012,02/07/2012,400000,R,RESIDENCE,2012
2217,468.1,12/03/2012,02/01/2012,1131000,R,RESIDENCE,2012
2216,,10/08/2012,12/01/2012,559000,R,RESIDENCE,2012
2216,,10/08/2012,12/01/2012,559000,R,RESIDENCE,2012
2216,,12/09/2012,02/03/2012,475000,R,RESIDENCE,2012
2216,,11/08/2012,02/03/2012,545000,R,RESIDENCE,2012
2095,,12/08/2012,02/08/2012,690000,R,RESIDENCE,2012
2093,1012.0,01/11/2012,02/10/2012,1525000,3,HOUSE,2012
2092,731.2,12/09/2012,02/06/2012,1103000,R,RESIDENCE,2012
2095,127.0,01/10/2012,02/10/2012,705000,3,HOME UNIT,2012
2092,739.8,07/08/2012,02/01/2012,2301000,R,RESIDENCE,2012
2065,137.4,11/04/2012,02/02/2012,740000,R,RESIDENCE,2012
2060,,11/11/2012,12/09/2012,602000,R,RESIDENCE,2012
2062,486.9,11/02/2012,12/09/2012,2710100,3,HOUSE,2012
2065,,12/12/2012,02/06/2012,535000,R,RESIDENCE,2012
2060,104.0,01/06/2012,02/10/2012,598000,R,RESIDENCE,2012
2315,248.0,11/07/2012,02/01/2012,1050000,R,RESIDENCE,2012
2315,715.1,11/02/2012,02/09/2012,240000,V,VACANT LAND,2012
2295,704.6,07/08/2012,02/08/2012,278000,V,VACANT LAND,2012
2319,626.0,12/07/2012,02/02/2012,190000,V,VACANT LAND,2012
2315,107.5,12/10/2012,02/07/2012,690000,3,SHOP,2012
2318,3499.0,01/12/2012,02/09/2012,470000,R,RESIDENCE,2012
2321,124.1,12/08/2012,02/06/2012,210000,V,VACANT LAND,2012
2322,3283.0,02/03/2012,02/06/2012,350000,R,RESIDENCE,2012
2320,746.1,12/07/2012,02/10/2012,325000,R,RESIDENCE,2012
2320,607.0,12/08/2012,02/03/2012,265500,R,RESIDENCE,2012
2323,492.2,06/07/2012,02/10/2012,245000,R,RESIDENCE,2012
2101,,02/08/2012,02/06/2012,649000,R,RESIDENCE,2012
2103,222.9,11/11/2012,02/10/2012,920000,R,RESIDENCE,2012
2107,634.0,10/07/2012,02/06/2012,850000,R,RESIDENCE,2012
2102,645.0,02/03/2012,02/09/2012,1750000,R,RESIDENCE,2012
2106,682.9,12/10/2012,02/03/2012,570000,R,RESIDENCE,2012
2107,,12/08/2012,02/10/2012,725000,R,RESIDENCE,2012
2800,676.6,11/09/2012,02/01/2012,270000,R,RESIDENCE,2012
2800,900.0,01/12/2012,02/09/2012,154000,V,VACANT LAND,2012
2800,851.0,02/01/2012,02/10/2012,160000,V,VACANT LAND,2012
2800,900.0,01/09/2012,02/06/2012,152000,V,VACANT LAND,2012
2800,850.0,01/12/2012,02/09/2012,150000,V,VACANT LAND,2012
2800,850.0,01/12/2012,02/09/2012,155000,V,VACANT LAND,2012
2800,607.6,12/05/2012,02/10/2012,308000,3,HOUSE,2012
2571,,11/02/2012,02/07/2012,359000,R,RESIDENCE,2012
2756,10.06,11/02/2012,02/08/2012,970000,R,RESIDENCE,2012
2756,689.2,12/08/2012,02/08/2012,360000,R,RESIDENCE,2012
2529,,12/12/2012,02/07/2012,248000,R,RESIDENCE,2012
2529,,12/12/2012,02/10/2012,369000,R,RESIDENCE,2012
2529,518.2,01/04/2012,02/10/2012,230000,V,VACANT LAND,2012
2529,822.3,12/07/2012,01/12/2012,500000,R,RESIDENCE,2012
2529,696.77,12/09/2012,02/10/2012,435000,R,RESIDENCE,2012
2527,1246.0,02/08/2012,02/10/2012,212500,R,RESIDENCE,2012
2529,,12/07/2012,02/10/2012,322875,R,RESIDENCE,2012
2529,620.0,01/11/2012,02/02/2012,670000,R,RESIDENCE,2012
2567,544.0,01/09/2012,02/10/2012,545000,R,RESIDENCE,2012
2570,476.0,02/06/2012,02/10/2012,460000,R,RESIDENCE,2012
2567,608.0,12/07/2012,02/07/2012,525000,R,RESIDENCE,2012
2570,573.5,01/03/2012,02/10/2012,249500,V,VACANT LAND,2012
2567,678.8,12/08/2012,02/05/2012,458000,R,RESIDENCE,2012
2570,2230.0,11/01/2012,11/01/2012,150000,3,COMMERCIAL,2012
2567,745.1,12/09/2012,02/10/2012,367000,R,RESIDENCE,2012
2064,,11/12/2012,02/10/2012,470000,R,RESIDENCE,2012
2067,1126.0,12/09/2012,02/07/2012,770000,R,RESIDENCE,2012
2067,,12/02/2012,02/10/2012,791000,R,RESIDENCE,2012
2280,1113.0,11/07/2012,02/01/2012,795000,3,HOUSE,2012
2280,891.6,12/01/2012,02/03/2012,300000,R,RESIDENCE,2012
2280,490.7,12/09/2012,02/09/2012,345000,R,RESIDENCE,2012
2281,851.1,12/06/2012,02/02/2012,210000,V,VACANT LAND,2012
2281,1177.0,07/08/2012,02/02/2012,218000,V,VACANT LAND,2012
2283,605.3,12/07/2012,02/03/2012,200000,R,RESIDENCE,2012
2283,579.4,01/11/2012,02/08/2012,220000,R,RESIDENCE,2012
2285,4180.0,12/07/2012,02/06/2012,520000,R,RESIDENCE,2012
2280,505.9,11/12/2012,02/06/2012,367500,R,RESIDENCE,2012
2281,550.1,11/07/2012,02/10/2012,440000,V,VACANT LAND,2012
2850,1469.0,12/08/2012,02/01/2012,167000,V,VACANT LAND,2012
2850,469.7,12/12/2012,01/12/2012,305000,R,RESIDENCE,2012
2619,,01/12/2012,02/09/2012,370000,R,RESIDENCE,2012
2620,2.986,11/09/2012,02/07/2012,475000,V,VACANT LAND,2012
2619,876.2,01/10/2012,02/08/2012,650000,R,RESIDENCE,2012
2121,,12/01/2012,01/12/2012,503000,R,RESIDENCE,2012
2151,,12/10/2012,02/10/2012,335000,R,RESIDENCE,2012
2145,,12/10/2012,02/06/2012,378000,R,RESIDENCE,2012
2150,,01/03/2012,02/08/2012,320000,R,RESIDENCE,2012
2145,607.0,01/10/2012,02/03/2012,535000,R,RESIDENCE,2012
2161,657.6,11/11/2012,02/09/2012,550000,R,RESIDENCE,2012
2145,550.8,12/09/2012,02/10/2012,527000,R,RESIDENCE,2012
2142,,12/08/2012,02/02/2012,291000,R,RESIDENCE,2012
2150,,12/06/2012,02/02/2012,350000,R,RESIDENCE,2012
2142,,01/03/2012,02/03/2012,595000,R,RESIDENCE,2012
2146,1309.0,12/12/2012,02/09/2012,630000,R,RESIDENCE,2012
2150,,01/09/2012,02/10/2012,568000,R,RESIDENCE,2012
2150,,12/02/2012,02/06/2012,560000,R,RESIDENCE,2012
2160,,07/12/2012,02/06/2012,425000,R,RESIDENCE,2012
2160,,07/12/2012,02/02/2012,430000,R,RESIDENCE,2012
2153,193.3,10/12/2012,02/10/2012,275000,V,VACANT LAND,2012
2153,347.0,12/07/2012,02/01/2012,591000,R,RESIDENCE,2012
2160,,12/06/2012,02/06/2012,361000,3,HOME UNIT,2012
2152,,12/10/2012,02/02/2012,338000,R,RESIDENCE,2012
2140,,12/09/2012,02/03/2012,260000,R,RESIDENCE,2012
2136,116.0,12/10/2012,02/03/2012,434000,R,RESIDENCE,2012
2135,805.89,10/10/2012,02/02/2012,2460000,R,RESIDENCE,2012
2135,575.4,12/10/2012,02/10/2012,880000,R,RESIDENCE,2012
2140,,12/12/2012,02/03/2012,350000,R,RESIDENCE,2012
2780,,12/12/2012,02/06/2012,336000,R,RESIDENCE,2012
2780,600.7,01/09/2012,02/06/2012,115000,V,VACANT LAND,2012
2780,1100.0,12/01/2012,02/08/2012,1200000,R,RESIDENCE,2012
2777,626.0,12/08/2012,02/10/2012,348000,R,RESIDENCE,2012
2777,,02/06/2012,02/06/2012,390000,3,UNIT,2012
2786,5084.0,12/07/2012,12/07/2012,188750,R,RESIDENCE,2012
2538,885.2,12/07/2012,02/10/2012,249000,R,RESIDENCE,2012
2540,540.0,01/06/2012,02/10/2012,231000,R,RESIDENCE,2012
2541,718.3,12/08/2012,01/06/2012,339000,R,RESIDENCE,2012
2540,1000.0,11/08/2012,12/07/2012,290000,R,RESIDENCE,2012
2558,625.0,12/12/2012,02/06/2012,273000,R,RESIDENCE,2012
2560,923.2,12/10/2012,02/06/2012,330000,R,RESIDENCE,2012
2560,612.0,12/12/2012,02/08/2012,350000,R,RESIDENCE,2012
2560,1985.0,12/11/2012,02/08/2012,2805000,V,VACANT LAND,2012
2560,1903.0,12/11/2012,02/08/2012,2805000,V,VACANT LAND,2012
2560,1903.0,12/11/2012,02/08/2012,2805000,V,VACANT LAND,2012
2565,,12/01/2012,02/10/2012,300000,R,RESIDENCE,2012
2560,827.0,12/07/2012,02/01/2012,485000,R,RESIDENCE,2012
2558,600.9,01/09/2012,02/10/2012,375000,R,RESIDENCE,2012
2565,701.0,12/05/2012,02/03/2012,426000,R,RESIDENCE,2012
2358,692.6,12/01/2012,01/10/2012,191000,R,RESIDENCE,2012
2830,4000.0,12/02/2012,02/02/2012,400000,R,RESIDENCE,2012
2830,739.8,09/01/2012,01/12/2012,260000,R,RESIDENCE,2012
2830,739.8,11/11/2012,02/12/2012,235000,R,RESIDENCE,2012
2830,626.0,02/02/2012,02/02/2012,350000,R,RESIDENCE,2012
2830,852.0,12/07/2012,02/03/2012,245000,R,RESIDENCE,2012
2830,619.7,01/06/2012,02/09/2012,202500,R,RESIDENCE,2012
2830,900.0,12/08/2012,02/10/2012,275000,R,RESIDENCE,2012
2018,316.2,12/03/2012,02/02/2012,745000,R,RESIDENCE,2012
2820,44.11,09/05/2012,09/05/2012,260100,3,FARM,2012
2644,1.92,02/04/2012,12/07/2012,118200,3,FARM,2012
2831,8649.0,08/10/2012,11/04/2012,180000,3,COTTAGE,2012
2650,44.41,01/10/2012,02/10/2012,240000,3,FARM,2012
2650,725.6,12/05/2012,01/06/2012,300000,R,RESIDENCE,2012
2650,581.9,01/05/2012,02/08/2012,125000,R,RESIDENCE,2012
2650,684.0,01/05/2012,02/02/2012,240000,R,RESIDENCE,2012
2680,148.5,02/03/2012,02/03/2012,8743059,3,FACTORY,2012
2680,847.3,11/11/2012,12/09/2012,233000,3,HOUSE,2012
2575,899.2,01/04/2012,02/09/2012,132500,R,RESIDENCE,2012
2575,1171.0,01/10/2012,02/10/2012,265000,V,VACANT LAND,2012
2576,,01/11/2012,02/10/2012,275000,R,RESIDENCE,2012
2576,872.6,12/07/2012,01/11/2012,422500,R,RESIDENCE,2012
2671,211.7,08/10/2012,02/01/2012,144361,3,FARM,2012
2671,125.4,08/10/2012,02/01/2012,145639,3,FARM,2012
2640,720.66,02/03/2012,02/09/2012,662500,3,RETAIL,2012
2640,689.2,12/05/2012,12/09/2012,177000,R,RESIDENCE,2012
2640,3128.0,12/05/2012,02/09/2012,490000,R,RESIDENCE,2012
2640,607.0,02/06/2012,02/10/2012,525000,R,RESIDENCE,2012
2641,,02/02/2012,02/07/2012,112000,R,RESIDENCE,2012
2641,,01/12/2012,02/09/2012,150000,R,RESIDENCE,2012
2640,1012.0,11/07/2012,02/06/2012,245000,R,RESIDENCE,2012
2640,637.1,01/11/2012,02/10/2012,283900,R,RESIDENCE,2012
2641,577.6,11/08/2012,12/07/2012,283000,R,RESIDENCE,2012
2759,626.1,12/05/2012,02/07/2012,365000,R,RESIDENCE,2012
2747,613.4,12/11/2012,02/02/2012,300500,R,RESIDENCE,2012
2750,819.0,02/02/2012,02/02/2012,450000,R,RESIDENCE,2012
2750,,12/05/2012,01/12/2012,207500,R,RESIDENCE,2012
2750,796.7,10/12/2012,02/09/2012,446000,R,RESIDENCE,2012
2747,,12/09/2012,02/03/2012,271000,R,RESIDENCE,2012
2178,9334.0,02/03/2012,02/03/2012,1250000,R,RESIDENCE,2012
2750,,02/10/2012,02/10/2012,127500,3,COMMERCIAL,2012
2750,,02/10/2012,02/10/2012,127500,3,COMMERCIAL,2012
2750,3328.0,11/09/2012,01/09/2012,2360000,3,PETROL STATIO,2012
2745,423.4,12/12/2012,02/08/2012,415000,R,RESIDENCE,2012
2747,,12/01/2012,01/12/2012,265000,R,RESIDENCE,2012
2760,,12/12/2012,02/03/2012,197000,R,RESIDENCE,2012
2071,,01/10/2012,02/10/2012,1035000,R,RESIDENCE,2012
2074,,08/08/2012,02/08/2012,1360312,R,RESIDENCE,2012
2071,276.0,09/08/2012,10/06/2012,1050000,R,RESIDENCE,2012
2071,,01/12/2012,02/01/2012,750000,R,RESIDENCE,2012
2074,923.2,11/05/2012,02/03/2012,890000,R,RESIDENCE,2012
2073,919.8,12/10/2012,02/10/2012,1150000,R,RESIDENCE,2012
2075,1056.0,12/02/2012,02/06/2012,1180000,R,RESIDENCE,2012
2075,487.9,11/11/2012,02/03/2012,967500,R,RESIDENCE,2012
2074,1290.0,12/10/2012,02/02/2012,1005000,R,RESIDENCE,2012
2073,,02/08/2012,02/08/2012,330000,3,COMMERCIAL,2012
2070,2131.0,12/01/2012,02/08/2012,2475000,R,RESIDENCE,2012
2075,1242.0,12/11/2012,02/11/2012,1190000,R,RESIDENCE,2012
2075,,12/01/2012,02/10/2012,1825000,3,HOME UNIT,2012
2487,734.0,12/06/2012,02/06/2012,313000,V,VACANT LAND,2012
2486,,01/10/2012,02/03/2012,300000,R,RESIDENCE,2012
2487,,01/12/2012,02/02/2012,205000,R,RESIDENCE,2012
2485,,01/11/2012,02/10/2012,185000,R,RESIDENCE,2012
2093,,02/01/2012,02/09/2012,450000,R,RESIDENCE,2012
2096,505.0,06/07/2012,02/07/2012,2350000,3,HOUSE,2012
2087,714.5,11/04/2012,12/09/2012,1600000,R,RESIDENCE,2012
2099,,12/02/2012,02/10/2012,410000,R,RESIDENCE,2012
2099,,12/02/2012,02/10/2012,425000,R,RESIDENCE,2012
2100,860.0,01/01/2012,02/01/2012,227556,R,RESIDENCE,2012
2099,733.5,12/08/2012,02/09/2012,2390000,3,HOUSE,2012
2086,790.4,12/05/2012,02/08/2012,275000,R,RESIDENCE,2012
2097,,12/07/2012,01/12/2012,460000,R,RESIDENCE,2012
2101,,12/08/2012,02/06/2012,615000,R,RESIDENCE,2012
2096,505.9,12/09/2012,01/12/2012,1260000,R,RESIDENCE,2012
2099,295.0,12/08/2012,02/02/2012,672000,R,RESIDENCE,2012
2100,,01/09/2012,01/10/2012,310000,3,COMMERCIAL,2012
2333,930.8,01/11/2012,02/10/2012,149500,V,VACANT LAND,2012
2333,5379.0,04/01/2012,02/07/2012,187000,V,VACANT LAND,2012
2333,4271.0,04/08/2012,02/07/2012,197000,V,VACANT LAND,2012
2333,1.0,01/12/2012,02/01/2012,435000,3,FARM,2012
2328,129.7,08/11/2012,02/08/2012,1252500,3,WINERY,2012
2360,50.27,01/09/2012,02/08/2012,280000,R,RESIDENCE,2012
2210,360.6,02/08/2012,02/08/2012,237500,R,RESIDENCE,2012
2220,508.86,01/06/2012,02/10/2012,1750000,R,RESIDENCE,2012
2210,581.7,01/09/2012,02/09/2012,708000,R,RESIDENCE,2012
2220,,01/11/2012,02/08/2012,325000,R,RESIDENCE,2012
2220,,01/11/2012,02/08/2012,325000,R,RESIDENCE,2012
2223,579.63,12/01/2012,02/09/2012,730000,R,RESIDENCE,2012
2220,,12/07/2012,12/07/2012,570000,R,RESIDENCE,2012
2810,113.9,09/07/2012,02/01/2012,421263,3,FARM,2012
2790,373.1,12/12/2012,02/10/2012,119000,R,RESIDENCE,2012
2790,486.9,01/09/2012,02/08/2012,205000,3,HOUSE,2012
2790,64.65,01/11/2012,02/08/2012,330000,R,RESIDENCE,2012
2141,436.3,12/09/2012,02/07/2012,490000,R,RESIDENCE,2012
2141,134.0,12/12/2012,02/08/2012,450000,R,RESIDENCE,2012
2127,,09/02/2012,02/10/2012,460000,R,RESIDENCE,2012
2127,,11/05/2012,02/03/2012,630000,R,RESIDENCE,2012
2204,,12/03/2012,02/10/2012,567000,R,RESIDENCE,2012
2042,139.1,06/03/2012,07/11/2012,476000,R,RESIDENCE,2012
2380,5185.0,10/05/2012,10/05/2012,575000,V,VACANT LAND,2012
2380,892.6,01/12/2012,02/07/2012,330000,R,RESIDENCE,2012
2444,759.7,01/11/2012,02/08/2012,168000,V,VACANT LAND,2012
2444,2274.0,02/07/2012,02/07/2012,485000,V,VACANT LAND,2012
2444,688.9,04/09/2012,02/10/2012,192000,V,VACANT LAND,2012
2443,505.9,01/10/2012,02/07/2012,276000,R,RESIDENCE,2012
2444,726.5,12/06/2012,02/08/2012,452000,R,RESIDENCE,2012
2478,,04/11/2012,02/09/2012,387500,R,RESIDENCE,2012
2479,2940.0,12/02/2012,02/01/2012,565000,R,RESIDENCE,2012
2479,63.2,12/02/2012,02/01/2012,565000,R,RESIDENCE,2012
2477,875.1,10/12/2012,11/02/2012,315000,3,COMMERCIAL,2012
2478,486.9,12/12/2012,01/12/2012,375000,R,RESIDENCE,2012
2478,452.5,01/03/2012,01/10/2012,475000,R,RESIDENCE,2012
2580,304.0,12/08/2012,02/03/2012,135000,R,RESIDENCE,2012
2335,3439.0,05/12/2012,05/12/2012,1700000,3,COMMERCIAL,2012
2335,1012.0,05/12/2012,05/12/2012,1700000,3,COMMERCIAL,2012
2335,1384.0,05/12/2012,05/12/2012,1700000,3,COMMERCIAL,2012
2325,790.4,01/12/2012,02/09/2012,150000,R,RESIDENCE,2012
2334,961.1,12/02/2012,02/10/2012,150000,R,RESIDENCE,2012
2326,2.199,02/06/2012,02/10/2012,400000,V,VACANT LAND,2012
2537,638.0,08/04/2012,02/09/2012,125000,V,VACANT LAND,2012
2537,1019.0,11/10/2012,02/03/2012,310000,V,VACANT LAND,2012
2460,1188.0,11/11/2012,02/10/2012,512000,R,RESIDENCE,2012
2460,550.1,01/10/2012,02/07/2012,333000,R,RESIDENCE,2012
2464,,12/12/2012,02/10/2012,355000,R,RESIDENCE,2012
2076,,12/09/2012,02/03/2012,578000,R,RESIDENCE,2012
2079,803.0,01/12/2012,02/06/2012,640000,R,RESIDENCE,2012
2126,549.9,11/07/2012,02/07/2012,485000,V,VACANT LAND,2012
2079,780.1,12/09/2012,02/10/2012,635000,3,HOUSE,2012
2158,1076.0,08/09/2012,08/09/2012,350000,R,RESIDENCE,2012
2121,264.8,12/12/2012,02/08/2012,788000,R,RESIDENCE,2012
2159,1.87,09/05/2012,12/05/2012,1750000,3,HOUSE,2012
2080,1018.0,12/10/2012,02/09/2012,730000,R,RESIDENCE,2012
2076,732.3,12/03/2012,02/03/2012,575000,R,RESIDENCE,2012
2259,537.5,11/04/2012,02/02/2012,267500,R,RESIDENCE,2012
2261,556.4,01/03/2012,02/01/2012,138666,R,RESIDENCE,2012
2259,502.2,12/09/2012,02/06/2012,193000,R,RESIDENCE,2012
2263,771.4,11/08/2012,02/06/2012,300000,R,RESIDENCE,2012
2263,465.0,01/09/2012,02/03/2012,305000,R,RESIDENCE,2012
2263,517.0,01/12/2012,02/09/2012,305000,R,RESIDENCE,2012
2259,556.4,12/09/2012,02/07/2012,392000,R,RESIDENCE,2012
2259,505.9,01/05/2012,01/05/2012,315000,R,RESIDENCE,2012
2261,681.7,12/11/2012,02/03/2012,390000,R,RESIDENCE,2012
2261,695.6,01/03/2012,02/10/2012,431000,R,RESIDENCE,2012
2259,898.4,01/08/2012,02/07/2012,510000,R,RESIDENCE,2012
2261,,02/08/2012,02/08/2012,176666,R,RESIDENCE,2012
2261,,02/08/2012,02/08/2012,132500,R,RESIDENCE,2012
2261,,01/10/2012,02/01/2012,300000,R,RESIDENCE,2012
2259,245.0,08/01/2012,02/10/2012,296000,3,FACTORY,2012
2430,607.2,01/11/2012,02/08/2012,240000,R,RESIDENCE,2012
2429,191.6,12/08/2012,01/11/2012,340000,V,VACANT LAND,2012
2430,708.2,01/05/2012,02/03/2012,200000,R,RESIDENCE,2012
2430,,01/11/2012,02/02/2012,142500,R,RESIDENCE,2012
2429,83.48,12/08/2012,01/11/2012,440000,3,RESIDENCE(LOT 46),2012
2429,83.48,12/08/2012,01/11/2012,200000,3,VACANT LAND(LOT 65),2012
2429,,02/10/2012,02/10/2012,180000,R,RESIDENCE,2012
2481,1000.0,02/10/2012,02/10/2012,667700,V,VACANT LAND,2012
2627,2.669,11/10/2012,12/09/2012,190000,V,VACANT LAND,2012
2382,2023.0,12/05/2012,01/09/2012,150000,3,SHOP,2012
2155,432.1,12/12/2012,02/02/2012,480000,R,RESIDENCE,2012
2125,406.6,12/10/2012,02/06/2012,640000,R,RESIDENCE,2012
2125,2324.0,02/02/2012,02/02/2012,2300000,R,RESIDENCE,2012
2153,,12/06/2012,02/10/2012,500000,R,RESIDENCE,2012
2153,695.6,01/10/2012,02/10/2012,681500,R,RESIDENCE,2012
2154,850.0,12/07/2012,02/03/2012,836000,3,HOUSE,2012
2154,1089.0,10/07/2012,11/04/2012,730000,R,RESIDENCE,2012
2117,1176.0,02/07/2012,02/07/2012,144000,R,RESIDENCE,2012
2117,1176.0,02/07/2012,02/07/2012,144000,R,RESIDENCE,2012
2152,727.2,12/12/2012,02/03/2012,660000,3,HOUSE,2012
2153,,12/12/2012,02/07/2012,500000,R,RESIDENCE,2012
2154,746.1,12/06/2012,02/10/2012,740000,R,RESIDENCE,2012
2646,4.59,11/03/2012,11/09/2012,811598,3,STOCKFEEDMILL,2012
2880,455.3,12/01/2012,01/12/2012,186000,R,RESIDENCE,2012
2880,486.9,11/03/2012,12/09/2012,117500,R,RESIDENCE,2012
2206,,12/10/2012,02/07/2012,460000,R,RESIDENCE,2012
2206,,12/10/2012,02/07/2012,460000,R,RESIDENCE,2012
2206,822.0,12/03/2012,02/09/2012,1176000,R,RESIDENCE,2012
2195,,12/09/2012,02/08/2012,245000,R,RESIDENCE,2012
2210,562.8,12/01/2012,02/01/2012,571000,R,RESIDENCE,2012
2195,1789.27,11/03/2012,02/09/2012,875000,R,RESIDENCE,2012
2193,,11/07/2012,11/07/2012,207500,3,SHOP,2012
2196,455.3,01/05/2012,02/09/2012,558000,R,RESIDENCE,2012
2195,,12/05/2012,02/01/2012,235000,R,RESIDENCE,2012
2145,720.8,02/02/2012,02/02/2012,386000,R,RESIDENCE,2012
2145,,12/10/2012,02/09/2012,328000,R,RESIDENCE,2012
2145,,01/04/2012,02/05/2012,363000,R,RESIDENCE,2012
2160,638.6,12/03/2012,02/06/2012,726000,R,RESIDENCE,2012
2161,255.9,12/08/2012,02/08/2012,410000,R,RESIDENCE,2012
2145,338.3,01/06/2012,02/03/2012,300000,V,VACANT LAND,2012
2145,,12/10/2012,02/10/2012,367000,R,RESIDENCE,2012
2200,125.0,12/05/2012,02/09/2012,316568,R,RESIDENCE,2012
2212,449.64,11/12/2012,02/10/2012,480000,R,RESIDENCE,2012
2200,588.1,12/10/2012,02/09/2012,724000,R,RESIDENCE,2012
2199,520.15,12/09/2012,02/03/2012,498000,R,RESIDENCE,2012
2162,419.5,11/05/2012,02/06/2012,494000,R,RESIDENCE,2012
2213,421.7,02/02/2012,02/02/2012,200000,R,RESIDENCE,2012
2214,556.4,01/12/2012,02/10/2012,550000,R,RESIDENCE,2012
2200,,12/05/2012,02/10/2012,395000,R,RESIDENCE,2012
2200,,11/07/2012,02/07/2012,281000,R,RESIDENCE,2012
2197,345.3,09/04/2012,02/10/2012,280000,V,VACANT LAND,2012
2197,451.9,06/01/2012,02/08/2012,300000,V,VACANT LAND,2012
2200,270.0,02/02/2012,02/02/2012,377600,3,OFFICE,2012
2213,1158.8,12/03/2012,02/03/2012,860000,R,RESIDENCE,2012
2041,124.2,02/06/2012,02/06/2012,485000,R,RESIDENCE,2012
2040,215.0,02/08/2012,02/08/2012,675000,R,RESIDENCE,2012
2040,,02/01/2012,02/01/2012,430000,R,RESIDENCE,2012
2040,,02/01/2012,02/01/2012,450000,R,RESIDENCE,2012
2040,,02/01/2012,02/01/2012,460000,R,RESIDENCE,2012
2040,,02/01/2012,02/01/2012,470000,R,RESIDENCE,2012
2040,,02/01/2012,02/01/2012,480000,R,RESIDENCE,2012
2040,,02/01/2012,02/01/2012,500000,R,RESIDENCE,2012
2040,,02/01/2012,02/01/2012,479000,R,RESIDENCE,2012
2040,,02/01/2012,02/01/2012,480000,R,RESIDENCE,2012
2038,297.2,12/02/2012,01/06/2012,1275000,R,RESIDENCE,2012
2041,186.1,10/12/2012,12/01/2012,1740000,R,RESIDENCE,2012
2040,132.8,12/05/2012,02/10/2012,690000,R,RESIDENCE,2012
2800,13.44,11/10/2012,01/11/2012,595000,R,RESIDENCE,2012
2866,739.8,01/10/2012,02/02/2012,258500,R,RESIDENCE,2012
2866,247.3,12/02/2012,01/11/2012,850000,3,FARM/RURAL,2012
2029,,12/01/2012,02/06/2012,1620000,R,RESIDENCE,2012
2653,4.856,12/06/2012,02/09/2012,165000,V,VACANT LAND,2012
2653,1005.0,01/09/2012,02/06/2012,130000,R,RESIDENCE,2012
2870,15.1,06/12/2012,07/06/2012,140000,V,VACANT LAND,2012
2799,889.0,06/06/2012,07/11/2012,235000,R,RESIDENCE,2012
2768,430.3,04/04/2012,06/08/2012,330000,R,RESIDENCE,2012
2518,746.1,05/03/2012,07/04/2012,369000,R,RESIDENCE,2012
2502,588.1,05/04/2012,07/12/2012,231000,R,RESIDENCE,2012
2506,708.2,06/06/2012,07/06/2012,245000,R,RESIDENCE,2012
2530,575.0,06/01/2012,07/12/2012,350000,R,RESIDENCE,2012
2528,594.4,06/06/2012,07/03/2012,310000,R,RESIDENCE,2012
2518,455.0,07/09/2012,07/09/2012,500000,R,RESIDENCE,2012
2518,520.0,07/09/2012,07/09/2012,500000,R,RESIDENCE,2012
2517,804.7,05/09/2012,07/09/2012,420000,R,RESIDENCE,2012
2065,3234.8,04/10/2012,05/10/2012,25500000,R,RESIDENCE,2012
2113,556.4,04/07/2012,07/02/2012,843000,R,RESIDENCE,2012
2114,,05/01/2012,07/12/2012,415000,3,HOME UNIT,2012
2114,,05/01/2012,07/12/2012,415000,3,HOME UNIT,2012
2112,,03/02/2012,07/06/2012,430000,R,RESIDENCE,2012
2112,,06/04/2012,07/11/2012,460000,R,RESIDENCE,2012
2112,,02/01/2012,06/08/2012,430000,R,RESIDENCE,2012
2300,569.1,06/08/2012,07/06/2012,2100000,R,RESIDENCE,2012
2300,710.7,06/02/2012,07/06/2012,1505000,R,RESIDENCE,2012
2291,341.5,04/04/2012,05/09/2012,395000,R,RESIDENCE,2012
2287,,05/09/2012,07/04/2012,270200,R,RESIDENCE,2012
2299,404.5,05/03/2012,07/06/2012,477000,R,RESIDENCE,2012
2287,575.4,06/08/2012,07/02/2012,347500,R,RESIDENCE,2012
2305,499.5,06/01/2012,07/12/2012,480000,R,RESIDENCE,2012
2303,539.6,05/08/2012,07/12/2012,875000,R,RESIDENCE,2012
2337,3443.3,07/02/2012,07/02/2012,3780000,3,FARM/RURAL,2012
2337,890.5,05/01/2012,06/12/2012,363000,R,RESIDENCE,2012
2795,1.004,05/08/2012,05/08/2012,362500,R,RESIDENCE,2012
2795,19.76,06/12/2012,07/12/2012,112000,V,VACANT LAND,2012
2101,486.3,04/03/2012,06/12/2012,1008000,R,RESIDENCE,2012
2102,330.1,05/10/2012,07/05/2012,721000,R,RESIDENCE,2012
2323,707.5,07/06/2012,07/06/2012,140000,V,VACANT LAND,2012
2323,383.8,05/09/2012,06/07/2012,275000,R,RESIDENCE,2012
